"find_number","material_category","material","start_date","end_date","level_1_of_the_functional_classification","level_2_of_the_functional_classification","ceramics_rim_eve_estimated_vessel_equivalent","ceramics_base_eve_estimated_vessel_equivalent","ceramics_reconstructed_object_diameter_in_mm","ceramics_reconstructed_object_height_in_mm","ceramics_surface_treatment","ceramics_decoration_technique","ceramics_image_type","ceramics_mark","material_simplified"
"NZR2.00448CER051","CER","porcelain: Europe",1875,1925,"Food Processing & Consumption","Food consumption: plate, dish, bowl",25.0,20.0,210.0,25.0,"feldspar glaze, painted with enamel overglaze","transfer printing","animal scenery",NULL,"porcelain"
"NZR2.00455CER027","CER","porcelain: Europe",1875,1925,"Food Processing & Consumption","Consumption: drinking",40.0,35.0,80.0,25.0,"feldspar glaze","overall white",NULL,NULL,"porcelain"
"NZR2.00456CER049","CER","porcelain: Europe",1825,1875,"Food Processing & Consumption","Consumption: drinking",15.0,40.0,130.0,25.0,"feldspar glaze","overall white",NULL,NULL,"porcelain"
"NZR2.00460CER111","CER","porcelain: Europe",1900,1936,"Food Processing & Consumption","Food consumption: plate, dish, bowl",10.0,0.0,135.0,15.0,"feldspar glaze","overall white",NULL,NULL,"porcelain"
"NZR2.00462CER110","CER","porcelain: Europe",1775,1825,"Food Processing & Consumption","Consumption: drinking",40.0,30.0,55.0,55.0,"feldspar glaze","overall white",NULL,NULL,"porcelain"
"NZR2.00490CER049","CER","porcelain: Europe",1825,1875,"Food Processing & Consumption","Consumption: drinking",20.0,40.0,130.0,30.0,"feldspar glaze","overall white",NULL,NULL,"porcelain"
"NZR2.00492CER087","CER","porcelain: Europe",1825,1875,"Food Processing & Consumption","Food consumption: plate, dish, bowl",70.0,130.0,140.0,25.0,"feldspar glaze","overall white",NULL,NULL,"porcelain"
"NZR2.00492CER088","CER","porcelain: Europe",1825,1875,"Food Processing & Consumption","Consumption: drinking",60.0,75.0,135.0,30.0,"feldspar glaze, painted with enamel overglaze","gilded",NULL,NULL,"porcelain"
"NZR2.00492CER089","CER","porcelain: Europe",1825,1875,"Food Processing & Consumption","Food consumption: plate, dish, bowl",15.0,20.0,230.0,35.0,"feldspar glaze, painted with enamel overglaze","gilded",NULL,NULL,"porcelain"
"NZR2.00492CER091","CER","porcelain: Europe",1850,1900,"Food Processing & Consumption","Consumption: drinking",10.0,10.0,110.0,30.0,"feldspar glaze, painted with enamel overglaze","transfer printing","floral motif",NULL,"porcelain"
"NZR2.00492CER099","CER","porcelain: Europe",1875,1936,"Food Processing & Consumption","Food consumption: plate, dish, bowl",15.0,5.0,240.0,25.0,"feldspar glaze","overall white",NULL,NULL,"porcelain"
"NZR2.00492CER165","CER","porcelain: Europe",1850,1900,"Food Processing & Consumption","Consumption: drinking",35.0,25.0,135.0,25.0,"feldspar glaze","overall white",NULL,NULL,"porcelain"
"NZR2.00494CER012","CER","porcelain: Europe",1775,1850,"Food Processing & Consumption","Consumption: drinking",15.0,15.0,135.0,30.0,"feldspar glaze","overall white",NULL,NULL,"porcelain"
"NZR2.00496CER037","CER","porcelain: Europe",1825,1875,"Food Processing & Consumption","Consumption: drinking",25.0,40.0,130.0,30.0,"feldspar glaze, painted with enamel overglaze","gilded",NULL,NULL,"porcelain"
"NZR2.00505CER015","CER","porcelain: Europe",1790,1825,"Food Processing & Consumption","Consumption: drinking",15.0,25.0,130.0,23.0,"feldspar glaze, painted with enamel overglaze","enamelled","landscape",NULL,"porcelain"
"NZR2.00509CER049","CER","porcelain: Europe",1775,1825,"Food Processing & Consumption","Consumption: drinking",40.0,50.0,60.0,65.0,"feldspar glaze, painted with enamel overglaze","enamelled, gilded","landscape",NULL,"porcelain"
"NZR2.00509CER051","CER","porcelain: Europe",1825,1900,"Food Processing & Consumption","Food consumption: plate, dish, bowl",50.0,100.0,120.0,60.0,"feldspar glaze","overall white",NULL,NULL,"porcelain"
"NZR2.00509CER054","CER","porcelain: Europe",1825,1875,"Food Processing & Consumption","Food consumption: plate, dish, bowl",20.0,35.0,110.0,60.0,"feldspar glaze, painted with enamel overglaze","gilded",NULL,NULL,"porcelain"
"NZR2.00509CER055","CER","porcelain: Europe",1825,1875,"Food Processing & Consumption","Consumption: drinking",30.0,40.0,130.0,30.0,"feldspar glaze","overall white",NULL,NULL,"porcelain"
"NZR2.00509CER056","CER","porcelain: Europe",1825,1875,"Food Processing & Consumption","Food consumption: plate, dish, bowl",40.0,40.0,140.0,35.0,"feldspar glaze","overall white",NULL,NULL,"porcelain"
"NZR2.00509CER058","CER","porcelain: Europe",1825,1875,"Food Processing & Consumption","Consumption: drinking",5.0,15.0,130.0,25.0,"feldspar glaze, painted with enamel overglaze","gilded",NULL,NULL,"porcelain"
"NZR2.00509CER061","CER","porcelain: Europe",1786,1792,"Food Processing & Consumption","Consumption: drinking",30.0,25.0,135.0,30.0,"feldspar, painted with blue underglaze","blue-white","floral motif","clover","porcelain"
"NZR2.00509CER064","CER","porcelain: Europe",1883,1914,"Food Processing & Consumption","Food consumption: plate, dish, bowl",120.0,120.0,230.0,30.0,"feldspar glaze, painted with enamel overglaze","transfer printing","text/inscriptions",NULL,"porcelain"
"NZR2.00509CER065","CER","porcelain: Europe",1883,1914,"Food Processing & Consumption","Food consumption: plate, dish, bowl",40.0,40.0,230.0,40.0,"feldspar glaze, painted with enamel overglaze","transfer printing",NULL,NULL,"porcelain"
"NZR2.00510CER019","CER","porcelain: Europe",1825,1900,"Food Processing & Consumption","Consumption: drinking",40.0,35.0,75.0,65.0,"feldspar glaze","overall white",NULL,NULL,"porcelain"
"NZR2.00511CER081","CER","porcelain: Europe",1825,1900,"Food Processing & Consumption","Consumption: drinking",40.0,35.0,130.0,25.0,"feldspar glaze","overall white",NULL,NULL,"porcelain"
"NZR2.00511CER088","CER","porcelain: Europe",1775,1850,"Food Processing & Consumption","Consumption: drinking",25.0,40.0,130.0,30.0,"feldspar, painted with blue underglaze","blue-white","floral motif",NULL,"porcelain"
"NZR2.00511CER089","CER","porcelain: Europe",1883,1914,"Food Processing & Consumption","Food consumption: plate, dish, bowl",20.0,25.0,230.0,30.0,"feldspar glaze, painted with enamel overglaze","transfer printing",NULL,NULL,"porcelain"
"NZR2.00512CER159","CER","porcelain: Europe",1825,1900,"Food Processing & Consumption","Consumption: drinking",25.0,40.0,110.0,80.0,"feldspar glaze","overall white",NULL,NULL,"porcelain"
"NZR2.00512CER166","CER","porcelain: Europe",1825,1900,"Food Processing & Consumption","Consumption: drinking",45.0,35.0,130.0,30.0,"feldspar glaze","overall white",NULL,NULL,"porcelain"
"NZR2.00512CER172","CER","porcelain: Europe",1775,1850,"Food Processing & Consumption","Consumption: drinking",70.0,40.0,80.0,50.0,"feldspar, painted with blue underglaze","blue-white","floral motif",NULL,"porcelain"
"NZR2.00513CER158","CER","porcelain: Europe",1875,1925,"Food Processing & Consumption","Food consumption: plate, dish, bowl",15.0,40.0,90.0,20.0,"feldspar glaze","overall white",NULL,NULL,"porcelain"
"NZR2.00513CER159","CER","porcelain: Europe",1850,1900,"Food Processing & Consumption","Food consumption: plate, dish, bowl",5.0,25.0,130.0,20.0,"feldspar glaze, painted with enamel overglaze","transfer printing","still lifes/objects",NULL,"porcelain"
"NZR2.00513CER160","CER","porcelain: Europe",1775,1850,"Food Processing & Consumption","Consumption: drinking",25.0,25.0,80.0,45.0,"feldspar, painted with blue underglaze","blue-white","floral motif",NULL,"porcelain"
"NZR2.00513CER163","CER","porcelain: Europe",1883,1914,"Food Processing & Consumption","Food consumption: plate, dish, bowl",15.0,40.0,170.0,25.0,"feldspar glaze, painted with enamel overglaze","transfer printing",NULL,NULL,"porcelain"
"NZR2.00514CER212","CER","porcelain: Europe",1825,1875,"Food Processing & Consumption","Consumption: drinking",25.0,50.0,130.0,30.0,"feldspar glaze","overall white",NULL,NULL,"porcelain"
"NZR2.00514CER217","CER","porcelain: Europe",1775,1850,"Food Processing & Consumption","Consumption: drinking",50.0,50.0,80.0,45.0,"feldspar, painted with blue underglaze","blue-white","floral motif",NULL,"porcelain"
"NZR2.00514CER218","CER","porcelain: Europe",1775,1850,"Food Processing & Consumption","Food consumption: plate, dish, bowl",25.0,45.0,140.0,35.0,"feldspar, painted with blue underglaze","blue-white","floral motif",NULL,"porcelain"
"NZR2.00514CER246","CER","porcelain: Europe",1775,1825,"Food Processing & Consumption","Food consumption: plate, dish, bowl",20.0,15.0,240.0,30.0,"feldspar, painted with blue underglaze","blue-white","floral motif",NULL,"porcelain"
"NZR2.00515CER054","CER","porcelain: Europe",1775,1825,"Food Processing & Consumption","Consumption: drinking",15.0,40.0,65.0,60.0,"feldspar glaze, painted with enamel overglaze","enamelled","floral motif",NULL,"porcelain"
"NZR2.00515CER079","CER","porcelain: Europe",1825,1900,"Food Processing & Consumption","Food consumption: plate, dish, bowl",15.0,15.0,140.0,25.0,"feldspar glaze","overall white",NULL,NULL,"porcelain"
"NZR2.00516CER092","CER","porcelain: Europe",1850,1900,"Food Processing & Consumption","Consumption: drinking",20.0,25.0,95.0,50.0,"feldspar glaze","overall white",NULL,NULL,"porcelain"
"NZR2.00518CER061","CER","porcelain: Europe",1775,1825,"Food Processing & Consumption","Consumption: drinking",10.0,100.0,65.0,60.0,"feldspar glaze, painted with enamel overglaze","enamelled","floral motif",NULL,"porcelain"
"NZR2.00518CER067","CER","porcelain: Europe",1850,1900,"Food Processing & Consumption","Food consumption: plate, dish, bowl",25.0,15.0,130.0,20.0,"feldspar glaze","overall white",NULL,NULL,"porcelain"
"NZR2.00518CER068","CER","porcelain: Europe",1825,1875,"Food Processing & Consumption","Consumption: drinking",20.0,35.0,130.0,30.0,"feldspar glaze, painted with enamel overglaze","gilded",NULL,NULL,"porcelain"
"NZR2.00518CER069","CER","porcelain: Europe",1825,1875,"Food Processing & Consumption","Consumption: drinking",20.0,20.0,125.0,25.0,"feldspar glaze, painted with enamel overglaze","enamelled, gilded","landscape",NULL,"porcelain"
"NZR2.00518CER071","CER","porcelain: Europe",1925,1937,"Food Processing & Consumption","Consumption: drinking",15.0,40.0,80.0,60.0,"feldspar glaze, painted with enamel overglaze","enamelled",NULL,"Victoria","porcelain"
"NZR2.00518CER073","CER","porcelain: Europe",1850,1900,"Food Processing & Consumption","Food consumption: plate, dish, bowl",15.0,30.0,130.0,20.0,"feldspar glaze, painted with enamel overglaze","enamelled, gilded","floral motif",NULL,"porcelain"
"NZR2.00518CER074","CER","porcelain: Europe",1875,1925,"Food Processing & Consumption","Food consumption: plate, dish, bowl",10.0,25.0,120.0,20.0,"feldspar, painted with blue underglaze","transfer printing","human figure",NULL,"porcelain"
"NZR2.00518CER077","CER","porcelain: Europe",1900,1936,"Food Processing & Consumption","Food preparation and consumption: various parts of kitchenware",35.0,0.0,105.0,45.0,"feldspar glaze, painted with enamel overglaze","gilded",NULL,NULL,"porcelain"
"NZR2.00519CER113","CER","porcelain: Europe",1825,1875,"Food Processing & Consumption","Food consumption: plate, dish, bowl",25.0,40.0,130.0,70.0,"feldspar glaze, painted, blue underglaze, enamel overglaze","enamelled, gilded","text/inscriptions",NULL,"porcelain"
"NZR2.00519CER119","CER","porcelain: Europe",1825,1900,"Food Processing & Consumption","Consumption: drinking",25.0,10.0,130.0,30.0,"feldspar glaze","overall white",NULL,NULL,"porcelain"
"NZR2.00519CER120","CER","porcelain: Europe",1825,1875,"Food Processing & Consumption","Consumption: drinking",10.0,25.0,125.0,25.0,"feldspar glaze, painted with enamel overglaze","gilded",NULL,NULL,"porcelain"
"NZR2.00519CER123","CER","porcelain: Europe",1875,1925,"Food Processing & Consumption","Food consumption: plate, dish, bowl",20.0,25.0,140.0,20.0,"feldspar, painted with blue underglaze","transfer printing","animal scenery",NULL,"porcelain"
"NZR2.00519CER126","CER","porcelain: Europe",1786,1792,"Food Processing & Consumption","Consumption: drinking",40.0,80.0,135.0,30.0,"feldspar, painted with blue underglaze","blue-white","floral motif","clover","porcelain"
"NZR2.00519CER127","CER","porcelain: Europe",1775,1850,"Food Processing & Consumption","Food consumption: plate, dish, bowl",15.0,20.0,140.0,30.0,"feldspar, painted with blue underglaze","blue-white","floral motif",NULL,"porcelain"
"NZR2.00519CER133","CER","porcelain: Europe",1900,1936,"Food Processing & Consumption","Food consumption: plate, dish, bowl",15.0,20.0,250.0,30.0,"feldspar glaze, painted with enamel overglaze",NULL,NULL,NULL,"porcelain"
"NZR2.00519CER134","CER","porcelain: Europe",1883,1914,"Food Processing & Consumption","Food consumption: plate, dish, bowl",10.0,15.0,230.0,30.0,"feldspar glaze, painted with enamel overglaze","transfer printing",NULL,NULL,"porcelain"
"NZR2.00520CER080","CER","porcelain: Europe",1850,1900,"Food Processing & Consumption","Consumption: drinking",10.0,60.0,90.0,55.0,"feldspar glaze","overall white",NULL,NULL,"porcelain"
"NZR2.00520CER083","CER","porcelain: Europe",1825,1900,"Food Processing & Consumption","Consumption: drinking",15.0,95.0,130.0,30.0,"feldspar glaze","overall white",NULL,NULL,"porcelain"
"NZR2.00520CER084","CER","porcelain: Europe",1800,1875,"Food Processing & Consumption","Food consumption: plate, dish, bowl",5.0,5.0,220.0,25.0,"feldspar glaze, painted with enamel overglaze","enamelled","floral motif",NULL,"porcelain"
"NZR2.00521CER056","CER","porcelain: Europe",1800,1850,"Food Processing & Consumption","Consumption: drinking",25.0,35.0,130.0,25.0,"feldspar glaze","overall white",NULL,NULL,"porcelain"
"NZR2.00521CER057","CER","porcelain: Europe",1825,1900,"Food Processing & Consumption","Food consumption: plate, dish, bowl",10.0,10.0,130.0,20.0,"feldspar glaze, painted with enamel overglaze","gilded",NULL,NULL,"porcelain"
"NZR2.00521CER061","CER","porcelain: Europe",1900,1936,"Food Processing & Consumption","Food consumption: plate, dish, bowl",70.0,100.0,230.0,40.0,"feldspar glaze, painted, blue underglaze, enamel overglaze","transfer printing","text/inscriptions","J. J. Harte Amsterdam Rotterdam","porcelain"
"NZR2.00522CER072","CER","porcelain: Europe",1825,1875,"Food Processing & Consumption","Food consumption: plate, dish, bowl",15.0,35.0,110.0,60.0,"feldspar glaze, painted, blue underglaze, enamel overglaze","gilded",NULL,NULL,"porcelain"
"NZR2.00522CER075","CER","porcelain: Europe",1800,1875,"Food Processing & Consumption","Consumption: drinking",50.0,45.0,135.0,30.0,"feldspar glaze, painted with enamel overglaze","gilded","floral motif",NULL,"porcelain"
"NZR2.00522CER078","CER","porcelain: Europe",1850,1900,"Food Processing & Consumption","Consumption: drinking",50.0,100.0,80.0,25.0,"feldspar, painted with blue underglaze","blue-white",NULL,"Konigliche Porzellan-Manufaktur","porcelain"
"NZR2.00522CER079","CER","porcelain: Europe",1875,1900,"Food Processing & Consumption","Food consumption: plate, dish, bowl",40.0,40.0,140.0,20.0,"feldspar glaze","overall white",NULL,NULL,"porcelain"
"NZR2.00523CER003","CER","porcelain: Europe",1850,1925,"Food Processing & Consumption","Food preparation: cooking - and hearth utensils",50.0,50.0,135.0,60.0,"feldspar glaze","overall white",NULL,NULL,"porcelain"
"NZR2.00523CER081","CER","porcelain: Europe",1825,1875,"Food Processing & Consumption","Consumption: drinking",20.0,25.0,115.0,25.0,"feldspar glaze, painted with enamel overglaze","gilded",NULL,NULL,"porcelain"
"NZR2.00524CER056","CER","porcelain: Europe",1775,1800,"Food Processing & Consumption","Food consumption: plate, dish, bowl",25.0,35.0,140.0,35.0,"feldspar, painted with blue underglaze","blue-white","floral motif",NULL,"porcelain"
"NZR2.00524CER057","CER","porcelain: Europe",1800,1850,"Food Processing & Consumption","Consumption: drinking",5.0,30.0,130.0,30.0,"feldspar glaze","overall white",NULL,NULL,"porcelain"
"NZR2.00524CER061","CER","porcelain: Europe",1875,1925,"Food Processing & Consumption","Consumption: drinking",10.0,50.0,85.0,60.0,"feldspar glaze, painted, blue underglaze, enamel overglaze","transfer printing, green","floral motif",NULL,"porcelain"
"NZR2.00524CER062","CER","porcelain: Europe",1900,1936,"Food Processing & Consumption","Food consumption: plate, dish, bowl",15.0,15.0,200.0,35.0,"feldspar glaze","overall white",NULL,NULL,"porcelain"
"NZR2.00525CER147","CER","porcelain: Europe",1825,1875,"Food Processing & Consumption","Consumption: drinking",20.0,15.0,130.0,25.0,"feldspar glaze","overall white",NULL,NULL,"porcelain"
"NZR2.00525CER148","CER","porcelain: Europe","1825","1900","Food Processing & Consumption","Food consumption: plate, dish, bowl","15.00","25.00","140.00","20.00","feldspar glaze, painted with enamel overglaze","gilded",NULL,NULL,"porcelain"
"NZR2.00525CER149","CER","porcelain: Europe","1775","1825","Food Processing & Consumption","Consumption: drinking","20.00","30.00","130.00","30.00","feldspar glaze, painted with enamel overglaze","enamelled, gilded","floral motif",NULL,"porcelain"
"NZR2.00525CER153","CER","porcelain: Europe","1900","1925","Food Processing & Consumption","Food consumption: plate, dish, bowl","80.00","100.00","140.00","25.00","feldspar glaze","overall white",NULL,NULL,"porcelain"
"NZR2.00525CER210","CER","porcelain: Europe","1775","1825","Food Processing & Consumption","Consumption: drinking","10.00","15.00","130.00","25.00","feldspar, painted with blue underglaze","blue-white","floral motif",NULL,"porcelain"
"NZR2.00526CER097","CER","porcelain: Europe","1825","1900","Food Processing & Consumption","Consumption: drinking","20.00","35.00","70.00","65.00","feldspar glaze","overall white",NULL,NULL,"porcelain"
"NZR2.00526CER102","CER","porcelain: Europe","1775","1850","Food Processing & Consumption","Consumption: drinking","75.00","35.00","70.00","45.00","feldspar, painted with blue underglaze","blue-white","floral motif",NULL,"porcelain"
"NZR2.00526CER103","CER","porcelain: Europe","1775","1850","Food Processing & Consumption","Consumption: drinking","45.00","40.00","135.00","30.00","feldspar, painted with blue underglaze","blue-white","floral motif",NULL,"porcelain"
"NZR2.00527CER005","CER","porcelain: Europe","1850","1925","Food Processing & Consumption","Food preparation: cooking - and hearth utensils","100.00","100.00","60.00","60.00",NULL,NULL,NULL,NULL,"porcelain"
"NZR2.00527CER104","CER","porcelain: Europe","1800","1850","Food Processing & Consumption","Consumption: drinking","5.00","15.00","130.00","30.00","feldspar glaze, painted with enamel overglaze","enamelled","floral motif",NULL,"porcelain"
"NZR2.00527CER105","CER","porcelain: Europe","1800","1850","Food Processing & Consumption","Consumption: drinking","45.00","50.00","135.00","30.00","feldspar glaze, painted with enamel overglaze","gilded",NULL,NULL,"porcelain"
"NZR2.00527CER106","CER","porcelain: Europe","1825","1875","Food Processing & Consumption","Consumption: drinking","10.00","15.00","130.00","25.00","feldspar glaze, painted with enamel overglaze","gilded",NULL,NULL,"porcelain"
"NZR2.00527CER109","CER","porcelain: Europe","1890","1910","Food Processing & Consumption","Food consumption: plate, dish, bowl","25.00","50.00","200.00","30.00","feldspar glaze, painted with enamel overglaze","transfer printing, black","floral motif",NULL,"porcelain"
"NZR2.00527CER110","CER","porcelain: Europe","1850","1900","Food Processing & Consumption","Food consumption: plate, dish, bowl","15.00","40.00","140.00","20.00","feldspar glaze","overall white",NULL,NULL,"porcelain"
"NZR2.00527CER111","CER","porcelain: Europe","1775","1850","Food Processing & Consumption","Consumption: drinking","15.00","15.00","135.00","30.00","feldspar, painted with blue underglaze","blue-white","floral motif",NULL,"porcelain"
"NZR2.00530CER055","CER","porcelain: Europe","1825","1875","Food Processing & Consumption","Food consumption: plate, dish, bowl","5.00","60.00","110.00","65.00","feldspar glaze, painted, blue underglaze, enamel overglaze","gilded","text/inscriptions",NULL,"porcelain"
"NZR2.00530CER057","CER","porcelain: Europe","1825","1875","Food Processing & Consumption","Consumption: drinking","10.00","25.00","130.00","25.00","feldspar glaze, painted with enamel overglaze","gilded",NULL,NULL,"porcelain"
"NZR2.00533CER024","CER","porcelain: Europe","1825","1875","Food Processing & Consumption","Consumption: drinking","20.00","65.00","130.00","30.00","feldspar glaze","overall white",NULL,NULL,"porcelain"
"NZR2.00533CER026","CER","porcelain: Europe","1875","1900","Food Processing & Consumption","Food consumption: plate, dish, bowl","20.00","20.00","140.00","20.00","feldspar glaze, painted with enamel overglaze","transfer printing","floral motif",NULL,"porcelain"
"NZR2.00535CER001","CER","porcelain: Europe","1850","1925","Food Processing & Consumption","Food preparation and consumption: various parts of kitchenware","100.00",NULL,"65.00","35.00","feldspar glaze","overall white",NULL,NULL,"porcelain"
"NZR2.00535CER042","CER","porcelain: Europe","1825","1900","Food Processing & Consumption","Food consumption: plate, dish, bowl","25.00","20.00","140.00","30.00","feldspar glaze","overall white",NULL,NULL,"porcelain"
"NZR2.00536CER100","CER","porcelain: Europe","1825","1900","Food Processing & Consumption","Consumption: drinking","25.00","100.00","75.00","65.00","feldspar glaze","overall white",NULL,NULL,"porcelain"
"NZR2.00536CER104","CER","porcelain: Europe","1775","1850","Food Processing & Consumption","Consumption: drinking","10.00","30.00","80.00","50.00","feldspar, painted with blue underglaze","blue-white","floral motif",NULL,"porcelain"
"NZR2.00536CER109","CER","porcelain: Europe","1875","1936","Food Processing & Consumption","Food consumption: plate, dish, bowl","40.00","45.00","130.00","20.00","feldspar glaze, painted, blue underglaze, enamel overglaze","enamelled, gilded",NULL,NULL,"porcelain"
"NZR2.00536CER129","CER","porcelain: Europe","1875","1925","Food Processing & Consumption","Consumption: drinking","40.00","45.00","90.00","70.00","feldspar, painted with blue underglaze","blue-white","floral motif",NULL,"porcelain"
"NZR2.00536CER130","CER","porcelain: Europe","1775","1825","Food Processing & Consumption","Consumption: drinking","40.00","25.00","130.00","27.00","feldspar, painted with blue underglaze","blue-white","floral motif",NULL,"porcelain"
"NZR2.00536CER146","CER","porcelain: Europe","1800","1875","Food Processing & Consumption","Food consumption: plate, dish, bowl","20.00","20.00","140.00","30.00","feldspar glaze","overall white",NULL,NULL,"porcelain"
"NZR2.00537CER064","CER","porcelain: Europe","1875","1936","Food Processing & Consumption","Food consumption: plate, dish, bowl","20.00","25.00","240.00","25.00","feldspar glaze","overall white",NULL,NULL,"porcelain"
"NZR2.00538CER017","CER","porcelain: Europe","1800","1850","Food Processing & Consumption","Consumption: drinking","10.00","10.00","130.00","30.00","feldspar glaze, painted with enamel overglaze","enamelled","floral motif",NULL,"porcelain"
"NZR2.00548CER023","CER","porcelain: Europe","1825","1875","Food Processing & Consumption","Consumption: drinking","45.00","45.00","125.00","30.00","feldspar glaze","overall white",NULL,NULL,"porcelain"
"NZR2.00570CER052","CER","porcelain: Europe","1825","1900","Food Processing & Consumption","Consumption: drinking","15.00","45.00","130.00","30.00","feldspar glaze","overall white",NULL,NULL,"porcelain"
"NZR2.00570CER054","CER","porcelain: Europe","1800","1850","Food Processing & Consumption","Consumption: drinking","20.00","15.00","135.00","30.00","feldspar glaze, painted with enamel overglaze","gilded",NULL,NULL,"porcelain"
"NZR2.00570CER055","CER","porcelain: Europe","1900","1936","Food Processing & Consumption","Food consumption: plate, dish, bowl","20.00","20.00","240.00","35.00","feldspar glaze","overall white",NULL,NULL,"porcelain"
"NZR2.00571CER072","CER","porcelain: Europe","1850","1900","Food Processing & Consumption","Food consumption: plate, dish, bowl","25.00","25.00","150.00","25.00","feldspar glaze, painted with enamel overglaze","enamelled, gilded","floral motif",NULL,"porcelain"
"NZR2.00571CER075","CER","porcelain: Europe","1775","1850","Food Processing & Consumption","Consumption: drinking","15.00","15.00","135.00","30.00","feldspar, painted with blue underglaze","blue-white","floral motif",NULL,"porcelain"
"NZR2.00571CER076","CER","porcelain: Europe","1900","1936","Food Processing & Consumption","Food consumption: plate, dish, bowl","20.00","10.00","240.00","30.00","feldspar glaze","overall white",NULL,NULL,"porcelain"
"NZR2.00573CER013","CER","porcelain: Europe","1750","1800","Food Processing & Consumption","Food consumption: plate, dish, bowl","20.00","50.00","125.00","60.00","feldspar, painted with blue underglaze","blue-white","floral motif",NULL,"porcelain"
"NZR2.00575CER040","CER","porcelain: Europe","1775","1825","Food Processing & Consumption","Consumption: drinking","20.00","30.00","130.00","30.00","feldspar glaze, painted with enamel overglaze","enamelled, gilded",NULL,NULL,"porcelain"
"NZR2.00576CER049","CER","porcelain: Europe","1775","1850","Food Processing & Consumption","Consumption: drinking","20.00","20.00","130.00","25.00","feldspar glaze, painted with enamel overglaze","enamelled","floral motif",NULL,"porcelain"
"NZR2.00578CER075","CER","porcelain: Europe","1875","1925","Food Processing & Consumption","Food consumption: plate, dish, bowl","5.00","30.00","130.00","20.00","feldspar glaze, painted, blue underglaze, enamel overglaze","enamelled, gilded","floral motif",NULL,"porcelain"
"NZR2.00578CER076","CER","porcelain: Europe","1925","1937","Food Processing & Consumption","Consumption: drinking","5.00","30.00","130.00","25.00","feldspar glaze, painted with enamel overglaze","enamelled",NULL,NULL,"porcelain"
"NZR2.00578CER079","CER","porcelain: Europe","1875","1936","Food Processing & Consumption","Food consumption: plate, dish, bowl","50.00","50.00","140.00","30.00","feldspar glaze","overall white",NULL,NULL,"porcelain"
"NZR2.00578CER080","CER","porcelain: Europe","1883","1914","Food Processing & Consumption","Food consumption: plate, dish, bowl","10.00","15.00","230.00","30.00","feldspar glaze, painted with enamel overglaze","transfer printing",NULL,NULL,"porcelain"
"NZR2.00579CER037","CER","porcelain: Europe","1900","1936","Food Processing & Consumption","Food consumption: plate, dish, bowl","15.00","15.00","150.00","30.00","feldspar glaze","overall white",NULL,NULL,"porcelain"
"NZR2.00586CER030","CER","porcelain: Europe","1825","1875","Food Processing & Consumption","Consumption: drinking","5.00","45.00","130.00","30.00","feldspar glaze","overall white",NULL,NULL,"porcelain"
"NZR2.00586CER031","CER","porcelain: Europe","1775","1850","Food Processing & Consumption","Consumption: drinking","20.00","30.00","135.00","30.00","feldspar, painted with blue underglaze","blue-white","floral motif",NULL,"porcelain"
"NZR2.00599CER101","CER","porcelain: Europe","1775","1850","Food Processing & Consumption","Food preparation and consumption: various parts of kitchenware","40.00","0.00","110.00","45.00","feldspar, painted with blue underglaze","blue-white","floral motif",NULL,"porcelain"
"NZR2.00599CER102","CER","porcelain: Europe","1775","1850","Food Processing & Consumption","Consumption: drinking","35.00","40.00","80.00","50.00","feldspar, painted with blue underglaze","blue-white","floral motif",NULL,"porcelain"
"NZR2.00602CER030","CER","porcelain: Europe","1875","1936","Food Processing & Consumption","Consumption: drinking","10.00","20.00","130.00","30.00","feldspar glaze","overall white",NULL,NULL,"porcelain"
"NZR2.00635CER090","CER","porcelain: Europe","1875","1925","Food Processing & Consumption","Food consumption: plate, dish, bowl","15.00","15.00","130.00","20.00","feldspar glaze, painted with enamel overglaze","transfer printing","floral motif",NULL,"porcelain"
"NZR2.00603CER031","CER","porcelain: Europe","1825","1875","Food Processing & Consumption","Consumption: drinking","5.00","55.00","80.00","55.00","feldspar glaze","overall white",NULL,NULL,"porcelain"
"NZR2.00610CER023","CER","porcelain: Europe","1825","1900","Food Processing & Consumption","Consumption: drinking","10.00","30.00","130.00","30.00","feldspar glaze","overall white",NULL,NULL,"porcelain"
"NZR2.00610CER040","CER","porcelain: Europe","1840","1875","Food Processing & Consumption","Food consumption: plate, dish, bowl","25.00","20.00","140.00","30.00","feldspar, painted with blue underglaze","blue-white","chinese decor",NULL,"porcelain"
"NZR2.00619CER023","CER","porcelain: Europe","1900","1936","Food Processing & Consumption","Consumption: drinking","50.00","50.00","75.00","55.00","feldspar glaze","overall white",NULL,NULL,"porcelain"
"NZR2.00626CER021","CER","porcelain: Europe","1775","1850","Food Processing & Consumption","Consumption: drinking","40.00","40.00","70.00","45.00","feldspar, painted with blue underglaze","blue-white","floral motif",NULL,"porcelain"
"NZR2.00626CER022","CER","porcelain: Europe","1775","1850","Food Processing & Consumption","Consumption: drinking","20.00","20.00","135.00","30.00","feldspar, painted with blue underglaze","blue-white","floral motif",NULL,"porcelain"
"NZR2.00635CER110","CER","porcelain: Europe","1775","1850","Food Processing & Consumption","Consumption: drinking","15.00","25.00","135.00","25.00","feldspar, painted with blue underglaze","blue-white","floral motif",NULL,"porcelain"
